,correlation,mutual_info,lasso_coef,rf_importance,mean_rank
cloudcover_lag7,0.10508349043182055,0.0856229288151713,0.0,0.0007493153713833844,79.75
humidity_roll_mean_28,0.1974473214063899,0.11964445150960223,0.0,0.0005949247088631686,79.75
is_summer,0.3630724456664833,0.09764298715822206,0.0,1.2157653572303784e-05,80.0
precipprob,0.10472528261615391,0.05449235059558388,0.002183369579929541,6.399664353408213e-05,81.25
cloudcover_roll_mean_7,0.2144389535198429,0.1004556410748032,0.0,0.0005505607690296118,81.5
windspeed_lag1,0.052293539882264845,0.009328125944549459,0.0,0.001021538141207185,81.75
windspeed_roll_std_7,0.11820853226692159,0.03899335982311669,0.0,0.0007920021470449369,82.75
precip_lag7,0.17531604957330477,0.0750775377491455,0.0,0.0006462452690585058,83.25
humidity_lag7,0.07275171727330741,0.042161109332644386,0.0,0.0008340327578026831,83.25
precipcover,0.04305639584641154,0.059491725675829166,0.0,0.0007974899208518918,83.75
winddir_sin_lag3,0.004740953059174411,0.04293453845433337,0.0,0.0008797680756851245,85.25
cloudcover_roll_std_7,0.13743755951089265,0.06502915427721767,0.0,0.0006580497090771505,85.5
is_winter,0.2816612428447622,0.08079666580229117,0.0,9.181344065662296e-06,85.75
humidity_roll_mean_21,0.17139491716081054,0.09453719805209815,0.0,0.0004748021786139289,86.0
precip_lag1,0.12645994552121145,0.05227386304371828,0.0,0.0006908735909611849,86.5
humidity_roll_mean_14,0.12957569316516662,0.08604218665706309,0.0,0.0005149162087501249,88.5
moonphase,0.0056222356114999745,0.0,0.0,0.0008614578131127481,89.0
humidity_lag3,0.07426030232136543,0.05826690428396031,0.0,0.0006646168708317513,89.25
humidity_roll_mean_7,0.10233910756266129,0.06681553745745994,0.0,0.0006076891932848722,89.5
cloudcover_roll_mean_56,0.007222959687581645,0.14624672859947463,0.0,0.0005368135239985225,90.0
windspeed_lag7,0.11486722149512092,0.012973168175343552,0.0,0.0006793582012470451,90.25
winddir_sin_lag7,0.019998573343542977,0.008715609506260158,0.0,0.0007841079033859015,90.25
winddir_sin_lag1,0.023402366763153357,0.051243667419679007,0.0,0.0006942990764037328,91.75
year,0.09730017614128847,0.04089750758752464,0.0,0.00024492487108398043,96.75
windspeed_lag3,0.08628058469436771,0.023729240622209158,0.0,0.0005831629871349725,97.0
is_weekend,0.006160540082545849,0.007761374601043869,0.0,0.0001150106829181591,104.75
